timestamp,price,volatility_true,volume_real
2026-05-26 16:42:00,9.25,0.65,23581.415578610155
2026-05-26 16:43:00,9.25,0.65,1850.0
2026-05-26 16:44:00,9.25,0.65,3611.22171645367
2026-05-26 16:45:00,9.25,0.65,9988.79058168042
2026-05-26 16:46:00,9.24,0.65,18423.99635858761
2026-05-26 16:48:00,9.25,0.5545054350477602,13533.35491188991
2026-05-26 16:49:00,9.25,0.49596473866395435,64055.106356849836
2026-05-26 16:50:00,9.24,0.5411418945134672,1809.67851850774
2026-05-26 16:52:00,9.24,0.5025632292288714,33420.94202055194
2026-05-26 16:53:00,9.24,0.4712390056169642,14494.38139807643
2026-05-26 16:54:00,9.24,0.4451419760387981,55443.52747576933
2026-05-26 16:55:00,9.24,0.4229601502811128,16823.303169697265
2026-05-26 16:58:00,9.24,0.4038014384610619,10297.21648816696
2026-05-26 17:02:00,9.24,0.3870350567985962,32609.876682629
2026-05-26 17:03:00,9.25,0.4349898513387362,39810.10796074621
2026-05-26 17:04:00,9.25,0.41916670907715786,7012.090821786247
2026-05-26 17:05:00,9.25,0.40495351337983193,40125.1036519898
2026-05-26 17:06:00,9.25,0.3920945533270679,52147.83717119765
2026-05-26 17:07:00,9.25,0.38038759025808877,10323.44679361202
2026-05-26 17:08:00,9.25,0.3696702900318401,10200.140258819592
2026-05-26 17:09:00,9.25,0.3598106387927176,26520.32645593017
2026-05-26 17:10:00,9.25,0.35070002993869603,12262.050093904323
2026-05-26 17:11:00,9.25,0.34224818480022623,17023.714536931537
2026-05-26 17:12:00,9.25,0.33437935859385587,1850.0
2026-05-26 17:14:00,9.25,0.32702946416785605,33272.23093788792
2026-05-26 17:15:00,9.25,0.32014386219193486,21511.194459443817
2026-05-26 17:16:00,9.24,0.34934857970967026,19789.77264881635
2026-05-26 17:17:00,9.24,0.3426136394529831,1278.816
2026-05-26 17:18:00,9.24,0.3362538824627978,60303.4833810803
2026-05-26 17:19:00,9.23,0.35887397926254505,31781.099243053235
2026-05-26 17:20:00,9.23,0.3527705786781081,117674.01747819918
2026-05-26 17:21:00,9.22,0.3770934182728872,9234.308320594873
2026-05-26 17:22:00,9.22,0.3770934182728872,11980.393728297582
2026-05-26 17:23:00,9.21,0.39821109961010337,28789.26791999011
2026-05-26 17:25:00,9.2,0.39841203287918486,23941.09282205789
2026-05-26 17:26:00,9.19,0.38045977696855066,82904.77445841218
2026-05-26 17:27:00,9.19,0.38045977696855066,32839.950392600505
2026-05-26 17:28:00,9.18,0.38075188753081696,17286.6603790506
2026-05-26 17:29:00,9.18,0.38075188753081696,14872.28090665504
2026-05-26 17:30:00,9.16,0.459504537863081,198223.13559662073
2026-05-26 17:31:00,9.16,0.459504537863081,70327.38412573433
2026-05-26 17:32:00,9.15,0.4696501484313117,28248.159475668654
2026-05-26 17:33:00,9.15,0.46965014843131175,32218.374519369914
2026-05-26 17:34:00,9.14,0.4781088813612742,4696.739288687741
2026-05-26 17:35:00,9.14,0.438696267291653,74424.73211416656
