timestamp,price,volatility_true,volume_real
2026-05-01 16:00:00,9.19,0.65,213858.85028171865
2026-05-01 16:15:00,9.16,0.65,442567.56155641074
2026-05-01 16:30:00,9.15,0.65,157646.32445369547
2026-05-01 16:45:00,9.17,0.65,154681.08312910394
2026-05-01 17:00:00,9.15,0.65,304346.5170459467
2026-05-01 17:15:00,9.15,0.3928026005912588,102825.46845388012
2026-05-01 17:30:00,9.16,0.38207070518740943,152394.30886854068
2026-05-01 17:45:00,9.17,0.3674877249685156,126833.2809922027
2026-05-01 18:00:00,9.18,0.35263823740969236,80307.70550794079
2026-05-01 18:15:00,9.18,0.3299721483112181,185584.42204296988
2026-05-01 18:30:00,9.17,0.3163438452525493,106182.52718766502
2026-05-01 18:45:00,9.17,0.30036192119515176,68790.32069534474
2026-05-01 19:00:00,9.17,0.28658376870794644,117996.01002843292
2026-05-01 19:15:00,9.17,0.27454492072177544,204979.91209441298
2026-05-01 19:30:00,9.16,0.26779002768563,116942.19139483711
2026-05-01 19:45:00,9.15,0.26136548531024195,28541.265393571593
2026-05-01 20:00:00,9.14,0.25528186535821046,35735.13257581225
2026-05-01 20:15:00,9.12,0.2610501429958626,215900.38009689335
2026-05-01 20:30:00,9.11,0.2548611758677944,90938.484054526
2026-05-01 20:45:00,9.09,0.258362846908038,235227.5470929491
2026-05-01 21:00:00,9.09,0.2526243991827269,55829.360933621654
2026-05-01 21:15:00,9.09,0.24723971797629857,39627.66863635769
2026-05-01 21:30:00,9.11,0.26455608591372803,176959.82299594642
2026-05-01 21:45:00,9.1,0.2599171821343974,77501.59697269881
2026-05-01 22:00:00,9.12,0.2732523342523447,65440.19473457312
2026-05-01 22:15:00,9.12,0.26776478616189625,6338.5262890509985
2026-05-01 22:30:00,9.11,0.2639579791648808,99429.75048325282
2026-05-01 22:45:00,9.09,0.2673784039674389,111413.44121766978
2026-05-01 23:00:00,9.09,0.26277153618835686,5213.900902695796
2026-05-01 23:15:00,9.08,0.2592139654188599,120399.20571769141
2026-05-01 23:30:00,9.08,0.255100573878813,133279.73974187608
2026-05-01 23:45:00,9.08,0.23430589564721213,16761.62699455429
2026-05-02 00:00:00,9.08,0.2327689851700296,34717.05090700667
